"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-01","2022","01","01","","-5.4","","-28.7","","-17.0","","35.0","","0.0","","","","","","0.0","","","","26","","83",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-02","2022","01","02","","2.0","","-10.4","","-4.2","","22.2","","0.0","","","","","","","M","","","26","","91",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-03","2022","01","03","","-10.4","","-22.5","","-16.4","","34.4","","0.0","","","","","","0.4","","","","35","","43",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-04","2022","01","04","","-22.4","","-25.8","","-24.1","","42.1","","0.0","","","","","","0.4","","","","34","","50",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-05","2022","01","05","","-22.9","","-31.7","","-27.3","","45.3","","0.0","","","","","","1.0","","","","","","",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-06","2022","01","06","","-17.7","","-31.0","","-24.4","","42.4","","0.0","","","","","","0.0","","","","","","",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-07","2022","01","07","","-17.8","","-21.8","","-19.8","","37.8","","0.0","","","","","","0.0","","","","32","","42",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-08","2022","01","08","","-6.4","","-25.4","","-15.9","","33.9","","0.0","","","","","","1.1","","","","27","","38",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-09","2022","01","09","","2.3","","-24.8","","-11.2","","29.2","","0.0","","","","","","0.0","","","","24","","49",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-10","2022","01","10","","4.6","","0.9","","2.8","","15.2","","0.0","","","","","","","M","","","25","","93",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-11","2022","01","11","","7.4","","2.3","","4.8","","13.2","","0.0","","","","","","0.0","","","","26","","87",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-12","2022","01","12","","9.7","","2.2","","6.0","","12.0","","0.0","","","","","","0.0","","","","25","","64",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-13","2022","01","13","","12.1","","0.2","","6.2","","11.8","","0.0","","","","","","0.0","","","","24","","45",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-14","2022","01","14","","4.7","","-4.1","","0.3","","17.7","","0.0","","","","","","0.0","","","","25","","75",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-15","2022","01","15","","11.1","","0.7","","5.9","","12.1","","0.0","","","","","","0.0","","","","24","","79",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-16","2022","01","16","","9.0","","-5.9","","1.6","","16.4","","0.0","","","","","","0.0","","","","25","","60",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-17","2022","01","17","","14.4","","-6.1","","4.1","","13.9","","0.0","","","","","","0.0","","","","26","","75",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-18","2022","01","18","","-6.1","","-19.2","","-12.7","","30.7","","0.0","","","","","","1.1","","","","35","","72",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-19","2022","01","19","","-10.9","","-23.0","","-16.9","","34.9","","0.0","","","","","","0.4","","","","","","",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-20","2022","01","20","","8.0","","-16.0","","-4.0","","22.0","","0.0","","","","","","","M","","","25","","77",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-21","2022","01","21","","7.6","","-2.1","","2.8","","15.2","","0.0","","","","","","0.0","","","","3","","42",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-22","2022","01","22","","12.6","","3.1","","7.9","","10.1","","0.0","","","","","","0.0","","","","25","","42",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-23","2022","01","23","","12.3","","-3.7","","4.3","","13.7","","0.0","","","","","","0.0","","","","26","","67",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-24","2022","01","24","","3.4","","-1.6","","0.9","","17.1","","0.0","","","","","","0.0","","","","32","","48",""
"-112.73","49.90","IRON SPRINGS AGDM","3033498","2022-01-25","2022","01","25","","6.0","","-7.6","","-0.8","","18.8","","0.0","","","","","","0.0","","","","26","","52",""
