"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-102.46","51.26","YORKTON","4019075","2023-01-01","2023","01","01","","-9.3","","-18.6","","-14.0","","32.0","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-02","2023","01","02","","-7.5","","-15.8","","-11.7","","29.7","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-03","2023","01","03","","-8.2","","-17.9","","-13.1","","31.1","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-04","2023","01","04","","-8.3","","-19.1","","-13.7","","31.7","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-05","2023","01","05","","-12.0","","-20.1","","-16.1","","34.1","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-06","2023","01","06","","-15.4","","-18.7","","-17.1","","35.1","","0.0","","","","","","0.0","","","","16","","33",""
"-102.46","51.26","YORKTON","4019075","2023-01-07","2023","01","07","","-5.8","","-19.1","","-12.5","","30.5","","0.0","","","","","","0.0","","","","16","","33",""
"-102.46","51.26","YORKTON","4019075","2023-01-08","2023","01","08","","-7.6","","-17.2","","-12.4","","30.4","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-09","2023","01","09","","-7.4","","-17.8","","-12.6","","30.6","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-10","2023","01","10","","-10.6","","-19.1","","-14.9","","32.9","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-11","2023","01","11","","-9.0","","-17.2","","-13.1","","31.1","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-12","2023","01","12","","-12.9","","-21.4","","-17.2","","35.2","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-13","2023","01","13","","-10.4","","-16.3","","-13.4","","31.4","","0.0","","","","","","0.0","","","","16","","33",""
"-102.46","51.26","YORKTON","4019075","2023-01-14","2023","01","14","","-8.1","","-16.7","","-12.4","","30.4","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-15","2023","01","15","","-6.6","","-10.1","","-8.4","","26.4","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-16","2023","01","16","","-9.2","","-12.2","","-10.7","","28.7","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-17","2023","01","17","","-12.0","","-16.9","","-14.5","","32.5","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-18","2023","01","18","","-11.9","","-19.7","","-15.8","","33.8","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-19","2023","01","19","","-5.9","","-14.5","","-10.2","","28.2","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-20","2023","01","20","","-3.8","","-12.0","","-7.9","","25.9","","0.0","","","","","","0.0","","","","29","","35",""
"-102.46","51.26","YORKTON","4019075","2023-01-21","2023","01","21","","-7.6","","-15.1","","-11.4","","29.4","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-22","2023","01","22","","0.5","","-14.3","","-6.9","","24.9","","0.0","","","","","","0.0","","","","30","","37",""
"-102.46","51.26","YORKTON","4019075","2023-01-23","2023","01","23","","-0.6","","-9.9","","-5.3","","23.3","","0.0","","","","","","0.0","","","","","M","","M"
"-102.46","51.26","YORKTON","4019075","2023-01-24","2023","01","24","","-9.2","","-16.7","","-13.0","","31.0","","0.0","","","","","","0.0","","","","12","","32",""
"-102.46","51.26","YORKTON","4019075","2023-01-25","2023","01","25","","-5.6","","-14.1","","-9.9","","27.9","","0.0","","","","","","0.0","","","","32","","37",""
"-102.46","51.26","YORKTON","4019075","2023-01-26","2023","01","26","","1.8","","-10.8","","-4.5","","22.5","","0.0","","","","","","2.9","","","","35","","71",""
