"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 00:00","2022","01","01","00:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 01:00","2022","01","01","01:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 02:00","2022","01","01","02:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 03:00","2022","01","01","03:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 04:00","2022","01","01","04:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 05:00","2022","01","01","05:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 06:00","2022","01","01","06:00","-27.2","","-31.4","","69","","","","25","","7","","24.1","","97.98","","","","-34","","Snow"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 07:00","2022","01","01","07:00","-26.7","","-30.8","","69","","","","23","","6","","24.1","","98.00","","","","-33","","Snow"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 08:00","2022","01","01","08:00","-26.5","","-30.5","","69","","","","23","","7","","24.1","","98.01","","","","-33","","Snow"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 09:00","2022","01","01","09:00","-27.2","","-31.1","","70","","","","23","","8","","24.1","","98.00","","","","-35","","Snow"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 10:00","2022","01","01","10:00","-27.4","","-31.3","","70","","","","25","","8","","24.1","","98.02","","","","-35","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 11:00","2022","01","01","11:00","-26.8","","-31.1","","68","","","","26","","9","","24.1","","98.04","","","","-35","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 12:00","2022","01","01","12:00","-26.1","","-30.9","","65","","","","24","","10","","24.1","","98.00","","","","-34","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 13:00","2022","01","01","13:00","-25.7","","-30.6","","64","","","","22","","7","","24.1","","97.97","","","","-32","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 14:00","2022","01","01","14:00","-25.0","","-30.1","","63","","","","25","","12","","24.1","","97.96","","","","-34","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 15:00","2022","01","01","15:00","-24.9","","-29.9","","64","","","","24","","12","","24.1","","97.97","","","","-34","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 16:00","2022","01","01","16:00","-25.5","","-30.3","","65","","","","23","","8","","24.1","","98.00","","","","-33","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 17:00","2022","01","01","17:00","-28.2","","-31.9","","71","","","","20","","6","","24.1","","97.96","","","","-34","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 18:00","2022","01","01","18:00","-29.7","","-33.6","","69","","","","19","","7","","24.1","","97.96","","","","-37","","Ice Crystals"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 19:00","2022","01","01","19:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 20:00","2022","01","01","20:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 21:00","2022","01","01","21:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 22:00","2022","01","01","22:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-01 23:00","2022","01","01","23:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 00:00","2022","01","02","00:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 01:00","2022","01","02","01:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 02:00","2022","01","02","02:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 03:00","2022","01","02","03:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 04:00","2022","01","02","04:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 05:00","2022","01","02","05:00"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 06:00","2022","01","02","06:00","-30.0","","-34.1","","69","","","","11","","5","","24.1","","97.62","","","","-36","","Cloudy"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 07:00","2022","01","02","07:00","-29.3","","-33.3","","69","","","","8","","3","","24.1","","97.56","","","","-33","","NA"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 08:00","2022","01","02","08:00","-28.4","","-32.4","","69","","","","36","","1","","24.1","","97.58","","","","-29","","NA"
"-101.68","54.68","FLIN FLON A","5050961","2022-01-02 09:00","2022","01","02","09:00","-27.6","","-31.5","","70","","","","13","","7","","8.1","","97.56","","","","-34","","Snow"
