"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 00:00","2021","01","01","00:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 01:00","2021","01","01","01:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 02:00","2021","01","01","02:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 03:00","2021","01","01","03:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 04:00","2021","01","01","04:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 05:00","2021","01","01","05:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 06:00","2021","01","01","06:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 07:00","2021","01","01","07:00","-0.9","","-3.7","","81","","","","12","","8","","24.1","","101.85","","","","-4","","Mostly Cloudy"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 08:00","2021","01","01","08:00","-2.3","","-4.4","","86","","","","11","","4","","24.1","","101.92","","","","-4","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 09:00","2021","01","01","09:00","-2.5","","-4.3","","87","","","","7","","8","","24.1","","101.84","","","","-6","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 10:00","2021","01","01","10:00","-0.8","","-3.2","","84","","","","7","","14","","24.1","","101.75","","","","-5","","Cloudy"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 11:00","2021","01","01","11:00","0.0","","-3.6","","77","","","","10","","12","","24.1","","101.67","","","","-4","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 12:00","2021","01","01","12:00","1.0","","-3.6","","72","","","","8","","16","","24.1","","101.41","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 13:00","2021","01","01","13:00","1.2","","-4.4","","66","","","","11","","13","","24.1","","101.28","","","","","","Cloudy"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 14:00","2021","01","01","14:00","1.4","","-4.9","","63","","","","10","","20","","24.1","","101.08","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 15:00","2021","01","01","15:00","1.2","","-4.4","","66","","","","10","","16","","24.1","","100.98","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 16:00","2021","01","01","16:00","1.1","","-3.9","","69","","","","8","","17","","24.1","","100.87","","","","","","Cloudy"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 17:00","2021","01","01","17:00","0.4","","-2.0","","85","","","","6","","13","","6.4","","100.85","","","","","","Freezing Rain,Ice Pellets"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 18:00","2021","01","01","18:00","-0.3","","-1.3","","93","","","","7","","17","","12.9","","100.62","","","","-5","","Freezing Rain"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 19:00","2021","01","01","19:00","-0.1","","-1.2","","92","","","","9","","15","","9.7","","100.44","","","","-5","","Freezing Rain"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 20:00","2021","01","01","20:00","0.0","","-0.7","","95","","","","8","","14","","4.0","","100.29","","","","-4","","Freezing Rain,Freezing Drizzle"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-01-01 21:00","2021","01","01","21:00","0.1","","-0.4","","96","","","","8","","15","","6.4","","100.08","","","","","","Freezing Drizzle"
