"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 00:00","2021","05","01","00:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 01:00","2021","05","01","01:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 02:00","2021","05","01","02:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 03:00","2021","05","01","03:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 04:00","2021","05","01","04:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 05:00","2021","05","01","05:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 06:00","2021","05","01","06:00","3.3","","-3.2","","62","","","","33","","14","","24.1","","100.73","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 07:00","2021","05","01","07:00","4.7","","-2.2","","61","","","","32","","12","","24.1","","100.74","","","","","","Mainly Clear"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 08:00","2021","05","01","08:00","5.2","","-2.9","","56","","","","30","","7","","24.1","","100.71","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 09:00","2021","05","01","09:00","6.7","","-4.6","","44","","","","30","","11","","24.1","","100.68","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 10:00","2021","05","01","10:00","8.3","","-6.7","","34","","","","23","","10","","24.1","","100.65","","","","","","Clear"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 11:00","2021","05","01","11:00","9.0","","-2.6","","44","","","","31","","10","","24.1","","100.56","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 12:00","2021","05","01","12:00","10.5","","-0.4","","47","","","","33","","14","","24.1","","100.45","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 13:00","2021","05","01","13:00","11.7","","0.7","","47","","","","18","","27","","24.1","","100.24","","","","","","Mostly Cloudy"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 14:00","2021","05","01","14:00","12.0","","-1.3","","39","","","","19","","30","","24.1","","100.16","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 15:00","2021","05","01","15:00","12.2","","-3.2","","34","","","","19","","35","","24.1","","99.96","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 16:00","2021","05","01","16:00","13.5","","-3.7","","30","","","","22","","39","","24.1","","99.83","","","","","","Mostly Cloudy"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 17:00","2021","05","01","17:00","12.3","","-3.2","","34","","","","23","","35","","24.1","","99.73","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 18:00","2021","05","01","18:00","10.6","","-1.3","","44","","","","21","","23","","24.1","","99.52","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 19:00","2021","05","01","19:00","10.3","","0.9","","52","","","","21","","22","","24.1","","99.49","","","","","","Rain Showers"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 20:00","2021","05","01","20:00","9.6","","1.4","","56","","","","14","","5","","24.1","","99.48","","","","","","NA"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 21:00","2021","05","01","21:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 22:00","2021","05","01","22:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-01 23:00","2021","05","01","23:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-02 00:00","2021","05","02","00:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-02 01:00","2021","05","02","01:00"
"-79.17","43.19","ST. CATHARINES / NIAGARA DISTRICT A","6137286","2021-05-02 02:00","2021","05","02","02:00"
