"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 00:00","2018","08","01","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 01:00","2018","08","01","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 02:00","2018","08","01","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 03:00","2018","08","01","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 04:00","2018","08","01","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 05:00","2018","08","01","05:00","13.6","","12.6","","94","","","","8","","7","","24.1","","93.39","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 06:00","2018","08","01","06:00","15.0","","13.1","","88","","","","3","","5","","24.1","","93.37","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 07:00","2018","08","01","07:00","16.4","","13.3","","82","","","","4","","6","","24.1","","93.36","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 08:00","2018","08","01","08:00","18.3","","13.9","","75","","","","5","","5","","24.1","","93.34","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 09:00","2018","08","01","09:00","20.4","","12.9","","62","","","","2","","4","","24.1","","93.27","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 10:00","2018","08","01","10:00","21.8","","13.2","","58","","","","2","","4","","24.1","","93.19","","25","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 11:00","2018","08","01","11:00","23.3","","13.1","","52","","","","9","","4","","24.1","","93.15","","26","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 12:00","2018","08","01","12:00","25.5","","13.6","","47","","","","5","","9","","24.1","","93.09","","29","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 13:00","2018","08","01","13:00","26.8","","12.0","","39","","","","19","","15","","24.1","","93.03","","29","","","","Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 14:00","2018","08","01","14:00","19.1","","17.5","","91","","","","8","","8","","24.1","","93.12","","","","","","Thunderstorms,Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 15:00","2018","08","01","15:00","20.0","","15.8","","76","","","","3","","10","","24.1","","93.22","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 16:00","2018","08","01","16:00","22.8","","13.0","","54","","","","3","","9","","24.1","","93.20","","26","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 17:00","2018","08","01","17:00","23.4","","10.5","","44","","","","2","","7","","24.1","","93.14","","25","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 18:00","2018","08","01","18:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 19:00","2018","08","01","19:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 20:00","2018","08","01","20:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 21:00","2018","08","01","21:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 22:00","2018","08","01","22:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-01 23:00","2018","08","01","23:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 00:00","2018","08","02","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 01:00","2018","08","02","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 02:00","2018","08","02","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 03:00","2018","08","02","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 04:00","2018","08","02","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 05:00","2018","08","02","05:00","11.2","","10.9","","98","","","","36","","3","","24.1","","93.30","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 06:00","2018","08","02","06:00","12.2","","11.6","","96","","","","15","","3","","24.1","","93.32","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 07:00","2018","08","02","07:00","13.1","","12.3","","95","","","","36","","1","","24.1","","93.32","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 08:00","2018","08","02","08:00","14.8","","12.7","","87","","","","36","","1","","24.1","","93.29","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 09:00","2018","08","02","09:00","17.2","","12.7","","75","","","","32","","3","","24.1","","93.23","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 10:00","2018","08","02","10:00","20.1","","11.6","","58","","","","8","","7","","24.1","","93.15","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 11:00","2018","08","02","11:00","22.6","","11.6","","49","","","","36","","3","","24.1","","93.11","","25","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-08-02 12:00","2018","08","02","12:00","17.4","","15.7","","89","","","","36","","4","","24.1","","93.07","","","","","","Thunderstorms,Rain Showers"
