"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 00:00","2018","08","01","00:00","17.1","","8.4","","56","","","M","5","","9","","","M","88.83","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 01:00","2018","08","01","01:00","14.7","","8.4","","66","","","M","4","","2","","","M","88.80","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 02:00","2018","08","01","02:00","13.3","","8.1","","70","","","M","2","","8","","","M","88.79","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 03:00","2018","08","01","03:00","12.0","","8.1","","77","","","M","1","","9","","","M","88.79","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 04:00","2018","08","01","04:00","11.2","","7.8","","80","","","M","35","","10","","","M","88.78","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 05:00","2018","08","01","05:00","10.3","","7.6","","83","","","M","36","","5","","","M","88.81","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 06:00","2018","08","01","06:00","11.7","","8.2","","79","","","M","36","","7","","","M","88.79","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 07:00","2018","08","01","07:00","15.3","","8.8","","65","","","M","35","","5","","","M","88.75","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 08:00","2018","08","01","08:00","19.9","","9.4","","50","","","M","1","","8","","","M","88.67","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 09:00","2018","08","01","09:00","23.2","","9.9","","42","","","M","12","","6","","","M","88.57","","","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 10:00","2018","08","01","10:00","26.9","","10.4","","35","","","M","17","","13","","","M","88.48","","28","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 11:00","2018","08","01","11:00","28.4","","9.2","","30","","","M","17","","23","","","M","88.40","","29","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 12:00","2018","08","01","12:00","30.1","","7.2","","23","","","M","16","","20","","","M","88.33","","30","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 13:00","2018","08","01","13:00","30.5","","5.8","","21","","","M","17","","19","","","M","88.29","","30","","","","NA"
"-114.88","49.83","SPARWOOD A","1157635","2018-08-01 14:00","2018","08","01","14:00","31.7","","2.7","","16","","","M","16","","18","","","M","88.21","","30","","","","NA"
