"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 00:00","2020","09","01","00:00"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 01:00","2020","09","01","01:00"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 02:00","2020","09","01","02:00"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 03:00","2020","09","01","03:00"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 04:00","2020","09","01","04:00","12.1","","-1.8","","37","","","","19","","24","","24.1","","93.21","","","","","","Cloudy"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 05:00","2020","09","01","05:00","14.2","","1.9","","43","","","","23","","39","","24.1","","93.06","","","","","","Cloudy"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 06:00","2020","09","01","06:00","14.1","","2.1","","44","","","","26","","43","","24.1","","93.04","","","","","","Mostly Cloudy"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 07:00","2020","09","01","07:00","14.3","","3.1","","47","","","","26","","39","","24.1","","93.09","","","","","","Mainly Clear"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 08:00","2020","09","01","08:00","15.9","","5.0","","48","","","","28","","39","","24.1","","93.14","","","","","","Mainly Clear"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 09:00","2020","09","01","09:00","17.8","","6.4","","47","","","","31","","46","","24.1","","93.21","","","","","","Mainly Clear"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 10:00","2020","09","01","10:00","19.3","","6.3","","43","","","","30","","50","","24.1","","93.26","","","","","","Mainly Clear"
"-105.57","50.33","MOOSE JAW A","4015320","2020-09-01 11:00","2020","09","01","11:00","20.0","","5.8","","39","","","","30","","50","","24.1","","93.32","","","","","","Mostly Cloudy"
