"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 00:00","2018","10","01","00:00","","M","","M","84","","","","18","","9","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 01:00","2018","10","01","01:00","","M","","M","91","","","","17","","9","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 02:00","2018","10","01","02:00","","M","","M","80","","","","24","","11","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 03:00","2018","10","01","03:00","","M","","M","83","","","","24","","11","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 04:00","2018","10","01","04:00","","M","","M","94","","","","24","","11","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 05:00","2018","10","01","05:00","","M","","M","96","","","","23","","6","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 06:00","2018","10","01","06:00","","M","","M","84","","","","28","","13","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 07:00","2018","10","01","07:00","","M","","M","85","","","","29","","11","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 08:00","2018","10","01","08:00","","M","","M","82","","","","28","","9","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 09:00","2018","10","01","09:00","","M","","M","78","","","","30","","12","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 10:00","2018","10","01","10:00","","M","","M","73","","","","30","","12","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 11:00","2018","10","01","11:00","","M","","M","72","","","","29","","9","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 12:00","2018","10","01","12:00","","M","","M","69","","","","30","","8","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 13:00","2018","10","01","13:00","","M","","M","64","","","","31","","10","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 14:00","2018","10","01","14:00","","M","","M","64","","","","28","","11","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 15:00","2018","10","01","15:00","","M","","M","63","","","","35","","11","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 16:00","2018","10","01","16:00","","M","","M","68","","","","1","","8","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 17:00","2018","10","01","17:00","","M","","M","67","","","","1","","9","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 18:00","2018","10","01","18:00","","M","","M","82","","","","1","","5","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 19:00","2018","10","01","19:00","","M","","M","91","","","","2","","1","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 20:00","2018","10","01","20:00","","M","","M","94","","","","","","0","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 21:00","2018","10","01","21:00","","M","","M","96","","","","","","0","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 22:00","2018","10","01","22:00","","M","","M","97","","","","0","","1","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-01 23:00","2018","10","01","23:00","","M","","M","97","","","","16","","2","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-02 00:00","2018","10","02","00:00","","M","","M","98","","","","","","0","","","","","M","","","","","NA"
"-63.58","46.30","MAPLE PLAINS","8305500","2018-10-02 01:00","2018","10","02","01:00","","M","","M","98","","","","","","0","","","","","M","","","","","NA"
