"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-01","2019","01","01","†","-2.5","","-28.0","","-15.3","","33.3","","0.0","","0.0","","1.4","","1.4","","11","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-02","2019","01","02","†","2.0","","-17.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-03","2019","01","03","†","2.5","","-3.5","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-04","2019","01","04","†","-2.5","","-10.5","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-05","2019","01","05","†","-3.0","","-11.0","","-7.0","","25.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-06","2019","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-07","2019","01","07","†","-2.0","","-9.5","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-08","2019","01","08","†","-14.5","","-17.5","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-09","2019","01","09","†","-14.0","","-23.5","","-18.8","","36.8","","0.0","","0.0","","0.4","","0.4","","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-10","2019","01","10","†","-11.5","","-17.0","","-14.3","","32.3","","0.0","","0.0","","0.0","T","0.0","T","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-11","2019","01","11","†","-11.5","","-19.0","","-15.3","","33.3","","0.0","","0.0","","0.6","","0.6","","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-12","2019","01","12","†","-9.0","","-13.0","","-11.0","","29.0","","0.0","","0.0","","0.4","","0.4","","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-13","2019","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-14","2019","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-15","2019","01","15","†","-5.0","","-18.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-16","2019","01","16","†","-17.0","","-27.0","","-22.0","","40.0","","0.0","","0.0","","1.0","","1.0","","13","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-17","2019","01","17","†","-15.0","","-22.0","","-18.5","","36.5","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-18","2019","01","18","†","-22.5","","-28.0","","-25.3","","43.3","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-19","2019","01","19","†","-23.0","","-31.5","","-27.3","","45.3","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-20","2019","01","20","†","-17.0","","-29.0","","-23.0","","41.0","","0.0","","0.0","","0.4","","0.4","","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-21","2019","01","21","†","-10.5","","-20.0","","-15.3","","33.3","","0.0","","0.0","","0.0","T","0.0","T","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-22","2019","01","22","†","-7.5","","-18.5","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-23","2019","01","23","†","-6.0","","-17.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-24","2019","01","24","†","-19.5","","-28.0","","-23.8","","41.8","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-25","2019","01","25","†","-17.0","","-31.0","","-24.0","","42.0","","0.0","","0.0","","1.0","","1.0","","12","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-26","2019","01","26","†","-15.5","","-25.5","","-20.5","","38.5","","0.0","","0.0","","3.0","","3.0","","13","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-27","2019","01","27","†","-13.5","","-24.5","","-19.0","","37.0","","0.0","","0.0","","5.6","","5.6","","16","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-28","2019","01","28","†","-14.5","","-20.5","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-29","2019","01","29","†","-27.5","","-32.0","","-29.8","","47.8","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-30","2019","01","30","†","-27.0","","-39.0","","-33.0","","51.0","","0.0","","0.0","","0.6","","0.6","","20","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-01-31","2019","01","31","†","-11.5","","-34.0","","-22.8","","40.8","","0.0","","0.0","","0.2","","0.2","","20","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-01","2019","02","01","†","-8.5","","-19.0","","-13.8","","31.8","","0.0","","0.0","","1.0","","1.0","","20","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-02","2019","02","02","","","","","","","","","","","","","","","","","","","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-03","2019","02","03","","","","","","","","","","","","","","","","","","","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-04","2019","02","04","†","-22.0","","-25.5","","-23.8","","41.8","","0.0","","0.0","","1.4","","1.4","","25","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-05","2019","02","05","†","-22.0","","-29.5","","-25.8","","43.8","","0.0","","0.0","","8.0","","8.0","","26","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-06","2019","02","06","†","-21.5","","-26.5","","-24.0","","42.0","","0.0","","0.0","","1.0","","1.0","","33","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-07","2019","02","07","†","-22.5","","-31.5","","-27.0","","45.0","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-08","2019","02","08","","","","","","","","","","","","","","","","","","","","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-09","2019","02","09","†","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-10","2019","02","10","†","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-11","2019","02","11","†","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-101.20","49.93","ELKHORN 2 EAST","5010QFQ","2019-02-12","2019","02","12","†","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
