"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-01","2021","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-02","2021","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-03","2021","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-04","2021","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-05","2021","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-06","2021","01","06","","","","","","","","","","","","","","","","","","","","17","","42",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-07","2021","01","07","","","","","","","","","","","","","","","","","M","","","22","","31",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-08","2021","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-09","2021","01","09","","","","","","","","","","","","","","","","","","","","22","","33",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-10","2021","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-11","2021","01","11","","","","","","","","","","","","","","","","","M","","","","","",""
"-112.00","58.85","SWEETGRASS LANDING","3076330","2021-01-12","2021","01","12","","","","","","","","","","","","","","","","","M","","","17","","42",""
