"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 00:00","2018","05","01","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 01:00","2018","05","01","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 02:00","2018","05","01","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 03:00","2018","05","01","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 04:00","2018","05","01","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 05:00","2018","05","01","05:00","1.4","","0.7","","95","","","","36","","3","","24.1","","93.31","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 06:00","2018","05","01","06:00","3.3","","1.6","","88","","","","12","","3","","24.1","","93.38","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 07:00","2018","05","01","07:00","4.8","","2.1","","83","","","","36","","2","","24.1","","93.41","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 08:00","2018","05","01","08:00","8.7","","2.9","","67","","","","2","","3","","24.1","","93.41","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 09:00","2018","05","01","09:00","9.7","","2.5","","60","","","","36","","2","","24.1","","93.42","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 10:00","2018","05","01","10:00","11.6","","0.9","","48","","","","20","","3","","24.1","","93.42","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 11:00","2018","05","01","11:00","14.8","","-1.2","","33","","","","9","","9","","24.1","","93.36","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 12:00","2018","05","01","12:00","14.3","","-2.5","","31","","","","14","","3","","24.1","","93.35","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 13:00","2018","05","01","13:00","16.0","","-4.8","","23","","","","36","","6","","24.1","","93.34","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 14:00","2018","05","01","14:00","17.6","","-5.4","","20","","","","36","","14","","24.1","","93.30","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 15:00","2018","05","01","15:00","17.1","","-2.5","","26","","","","12","","4","","24.1","","93.28","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 16:00","2018","05","01","16:00","17.4","","-4.4","","22","","","","22","","13","","24.1","","93.27","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 17:00","2018","05","01","17:00","17.0","","-4.3","","23","","","","31","","7","","24.1","","93.26","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 18:00","2018","05","01","18:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 19:00","2018","05","01","19:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 20:00","2018","05","01","20:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 21:00","2018","05","01","21:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 22:00","2018","05","01","22:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-01 23:00","2018","05","01","23:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 00:00","2018","05","02","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 01:00","2018","05","02","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 02:00","2018","05","02","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 03:00","2018","05","02","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 04:00","2018","05","02","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 05:00","2018","05","02","05:00","-0.4","","-1.2","","95","","","","27","","4","","24.1","","93.53","","","","-2","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 06:00","2018","05","02","06:00","2.0","","0.9","","92","","","","36","","1","","24.1","","93.55","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 07:00","2018","05","02","07:00","3.7","","1.5","","86","","","","36","","1","","24.1","","93.58","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 08:00","2018","05","02","08:00","5.6","","1.3","","74","","","","36","","3","","24.1","","93.56","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 09:00","2018","05","02","09:00","9.4","","0.7","","54","","","","5","","3","","24.1","","93.53","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 10:00","2018","05","02","10:00","13.1","","1.7","","45","","","","36","","2","","24.1","","93.46","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 11:00","2018","05","02","11:00","16.9","","2.3","","37","","","","13","","10","","24.1","","93.38","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 12:00","2018","05","02","12:00","16.9","","-0.6","","30","","","","24","","9","","24.1","","93.39","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 13:00","2018","05","02","13:00","19.2","","-0.8","","26","","","","23","","18","","24.1","","93.39","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 14:00","2018","05","02","14:00","18.7","","-0.7","","27","","","","18","","10","","24.1","","93.33","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 15:00","2018","05","02","15:00","18.0","","-0.3","","29","","","","18","","9","","24.1","","93.30","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 16:00","2018","05","02","16:00","18.2","","0.7","","31","","","","23","","5","","24.1","","93.28","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 17:00","2018","05","02","17:00","17.5","","1.3","","33","","","","7","","6","","24.1","","93.22","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 18:00","2018","05","02","18:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 19:00","2018","05","02","19:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 20:00","2018","05","02","20:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 21:00","2018","05","02","21:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 22:00","2018","05","02","22:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-02 23:00","2018","05","02","23:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 00:00","2018","05","03","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 01:00","2018","05","03","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 02:00","2018","05","03","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 03:00","2018","05","03","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 04:00","2018","05","03","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 05:00","2018","05","03","05:00","-1.1","","-1.5","","97","","","","36","","1","","24.1","","93.74","","","","-1","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 06:00","2018","05","03","06:00","0.4","","-0.1","","97","","","","36","","2","","24.1","","93.82","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 07:00","2018","05","03","07:00","2.8","","1.2","","89","","","","36","","3","","24.1","","93.83","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 08:00","2018","05","03","08:00","5.7","","1.8","","76","","","","17","","4","","24.1","","93.81","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 09:00","2018","05","03","09:00","7.7","","2.5","","69","","","","34","","4","","24.1","","93.81","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 10:00","2018","05","03","10:00","10.5","","2.4","","57","","","","4","","5","","24.1","","93.80","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 11:00","2018","05","03","11:00","13.1","","2.4","","48","","","","36","","1","","24.1","","93.74","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 12:00","2018","05","03","12:00","15.7","","1.3","","37","","","","36","","2","","24.1","","93.70","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 13:00","2018","05","03","13:00","16.5","","3.0","","40","","","","36","","1","","24.1","","93.70","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 14:00","2018","05","03","14:00","17.0","","3.4","","40","","","","7","","8","","24.1","","93.69","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 15:00","2018","05","03","15:00","17.3","","3.6","","40","","","","7","","7","","24.1","","93.67","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 16:00","2018","05","03","16:00","16.6","","4.0","","43","","","","36","","1","","24.1","","93.63","","","","","","Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 17:00","2018","05","03","17:00","11.6","","7.9","","78","","","","30","","7","","24.1","","93.70","","","","","","Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 18:00","2018","05","03","18:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 19:00","2018","05","03","19:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 20:00","2018","05","03","20:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 21:00","2018","05","03","21:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 22:00","2018","05","03","22:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-03 23:00","2018","05","03","23:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 00:00","2018","05","04","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 01:00","2018","05","04","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 02:00","2018","05","04","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 03:00","2018","05","04","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 04:00","2018","05","04","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 05:00","2018","05","04","05:00","4.4","","4.4","","100","","","","36","","2","","0.8","","93.86","","","","","","Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 06:00","2018","05","04","06:00","4.9","","4.9","","100","","","","36","","1","","1.2","","93.89","","","","","","Rain,Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 07:00","2018","05","04","07:00","5.8","","5.8","","100","","","","36","","1","","0.8","","93.91","","","","","","Rain,Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 08:00","2018","05","04","08:00","6.3","","6.3","","100","","","","36","","1","","1.2","","93.95","","","","","","Rain,Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 09:00","2018","05","04","09:00","7.0","","7.0","","100","","","","5","","4","","3.2","","93.98","","","","","","Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 10:00","2018","05","04","10:00","8.0","","7.4","","96","","","","36","","2","","6.4","","93.97","","","","","","Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 11:00","2018","05","04","11:00","9.9","","8.7","","92","","","","36","","1","","11.3","","93.95","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 12:00","2018","05","04","12:00","9.7","","8.7","","93","","","","36","","2","","24.1","","93.96","","","","","","Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 13:00","2018","05","04","13:00","11.0","","10.1","","94","","","","5","","9","","24.1","","93.94","","","","","","Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 14:00","2018","05","04","14:00","13.7","","10.3","","80","","","","20","","8","","24.1","","93.90","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 15:00","2018","05","04","15:00","11.8","","9.5","","85","","","","34","","8","","24.1","","93.96","","","","","","Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 16:00","2018","05","04","16:00","12.4","","9.5","","83","","","","6","","3","","24.1","","93.95","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 17:00","2018","05","04","17:00","12.1","","10.9","","92","","","","19","","7","","24.1","","93.95","","","","","","Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 18:00","2018","05","04","18:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 19:00","2018","05","04","19:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 20:00","2018","05","04","20:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 21:00","2018","05","04","21:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 22:00","2018","05","04","22:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-04 23:00","2018","05","04","23:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 00:00","2018","05","05","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 01:00","2018","05","05","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 02:00","2018","05","05","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 03:00","2018","05","05","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 04:00","2018","05","05","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 05:00","2018","05","05","05:00","4.9","","4.9","","100","","","","0","","1","","0.8","","94.35","","","","","","Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 06:00","2018","05","05","06:00","5.0","","5.0","","100","","","","36","","1","","0.8","","94.38","","","","","","Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 07:00","2018","05","05","07:00","5.6","","5.6","","100","","","","6","","3","","1.2","","94.42","","","","","","Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 08:00","2018","05","05","08:00","6.4","","6.4","","100","","","","6","","3","","2.4","","94.43","","","","","","Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 09:00","2018","05","05","09:00","8.5","","7.0","","90","","","","14","","4","","4.0","","94.41","","","","","","Fog"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 10:00","2018","05","05","10:00","10.1","","7.5","","84","","","","13","","4","","24.1","","94.38","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 11:00","2018","05","05","11:00","13.3","","7.2","","66","","","","16","","8","","24.1","","94.31","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 12:00","2018","05","05","12:00","15.4","","7.2","","58","","","","3","","4","","24.1","","94.23","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 13:00","2018","05","05","13:00","17.3","","5.7","","46","","","","36","","1","","24.1","","94.16","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 14:00","2018","05","05","14:00","17.6","","2.8","","37","","","","36","","1","","24.1","","94.12","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 15:00","2018","05","05","15:00","17.7","","3.0","","37","","","","5","","4","","24.1","","94.10","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 16:00","2018","05","05","16:00","19.4","","3.0","","33","","","","13","","5","","24.1","","94.04","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 17:00","2018","05","05","17:00","19.0","","2.7","","34","","","","7","","9","","24.1","","94.01","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 18:00","2018","05","05","18:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 19:00","2018","05","05","19:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 20:00","2018","05","05","20:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 21:00","2018","05","05","21:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 22:00","2018","05","05","22:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-05 23:00","2018","05","05","23:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 00:00","2018","05","06","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 01:00","2018","05","06","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 02:00","2018","05","06","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 03:00","2018","05","06","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 04:00","2018","05","06","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 05:00","2018","05","06","05:00","-1.4","","-1.6","","98","","","","36","","2","","24.1","","94.17","","","","-2","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 06:00","2018","05","06","06:00","0.2","","0.1","","99","","","","36","","2","","0.4","","94.15","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 07:00","2018","05","06","07:00","3.7","","2.7","","93","","","","9","","3","","24.1","","94.10","","","","","","Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 08:00","2018","05","06","08:00","7.5","","3.2","","74","","","","4","","5","","24.1","","94.02","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 09:00","2018","05","06","09:00","10.8","","3.5","","61","","","","2","","6","","24.1","","93.92","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 10:00","2018","05","06","10:00","14.0","","4.4","","52","","","","16","","4","","24.1","","93.83","","","","","","Mainly Clear"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 11:00","2018","05","06","11:00","17.6","","4.4","","41","","","","15","","8","","24.1","","93.75","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 12:00","2018","05","06","12:00","20.3","","3.4","","33","","","","6","","5","","24.1","","93.67","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 13:00","2018","05","06","13:00","22.4","","2.6","","27","","","","7","","5","","24.1","","93.61","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 14:00","2018","05","06","14:00","23.7","","3.7","","27","","","","9","","10","","24.1","","93.55","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 15:00","2018","05","06","15:00","23.8","","3.4","","26","","","","6","","13","","24.1","","93.52","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 16:00","2018","05","06","16:00","22.4","","3.5","","29","","","","36","","5","","24.1","","93.54","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 17:00","2018","05","06","17:00","19.1","","8.6","","50","","","","2","","4","","24.1","","93.53","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 18:00","2018","05","06","18:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 19:00","2018","05","06","19:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 20:00","2018","05","06","20:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 21:00","2018","05","06","21:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 22:00","2018","05","06","22:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-06 23:00","2018","05","06","23:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 00:00","2018","05","07","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 01:00","2018","05","07","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 02:00","2018","05","07","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 03:00","2018","05","07","03:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 04:00","2018","05","07","04:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 05:00","2018","05","07","05:00","1.3","","1.0","","98","","","","36","","1","","24.1","","94.00","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 06:00","2018","05","07","06:00","4.2","","2.7","","90","","","","36","","3","","24.1","","94.02","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 07:00","2018","05","07","07:00","6.7","","4.1","","83","","","","0","","1","","24.1","","94.01","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 08:00","2018","05","07","08:00","8.8","","3.8","","71","","","","36","","3","","24.1","","94.01","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 09:00","2018","05","07","09:00","11.7","","4.3","","60","","","","6","","4","","24.1","","93.97","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 10:00","2018","05","07","10:00","14.7","","4.8","","51","","","","17","","4","","24.1","","93.94","","","","","","Mostly Cloudy"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 11:00","2018","05","07","11:00","18.2","","5.3","","42","","","","10","","9","","24.1","","93.91","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 12:00","2018","05","07","12:00","20.9","","5.0","","35","","","","12","","10","","24.1","","93.86","","","","","","NA"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 13:00","2018","05","07","13:00","20.0","","6.3","","40","","","","18","","14","","24.1","","93.84","","","","","","Thunderstorms"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 14:00","2018","05","07","14:00","15.8","","10.1","","69","","","","6","","4","","24.1","","93.91","","","","","","Thunderstorms,Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 15:00","2018","05","07","15:00","13.6","","11.5","","87","","","","36","","2","","24.1","","94.00","","","","","","Thunderstorms,Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 16:00","2018","05","07","16:00","12.5","","11.2","","91","","","","36","","3","","24.1","","93.97","","","","","","Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 17:00","2018","05","07","17:00","11.8","","11.0","","95","","","","3","","7","","24.1","","94.11","","","","","","Rain Showers"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 18:00","2018","05","07","18:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 19:00","2018","05","07","19:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 20:00","2018","05","07","20:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 21:00","2018","05","07","21:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 22:00","2018","05","07","22:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-07 23:00","2018","05","07","23:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-08 00:00","2018","05","08","00:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-08 01:00","2018","05","08","01:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-08 02:00","2018","05","08","02:00"
"-119.29","52.12","BLUE RIVER A","1160898","2018-05-08 03:00","2018","05","08","03:00"
